valor_transacao,num_tentativas_24h,hora_dia,distancia_ip_km,fraude
4940.62,1,21,6704.9,1
9188.89,9,3,8506.7,1
3288.2,6,6,271.6,0
545.65,4,21,3432.3,0
9094.2,9,12,556.9,0
2116.02,7,3,4411.1,0
8624.9,7,19,6092.7,1
460.63,7,16,5053.4,0
9661.59,1,23,8091.8,1
9407.6,7,1,2918.2,1
4628.01,1,19,5785.6,1
4152.59,7,20,9001.5,1
2470.71,6,10,6887.7,0
5864.08,4,21,3062.6,0
5959.6,4,13,1420.4,0
1973.57,5,7,8100.7,0
4362.63,6,1,6052.1,0
5181.59,2,12,2908.1,0
1149.54,3,9,5560.4,0
5194.66,2,12,2831.3,0
6271.64,9,10,533.3,0
8925.07,5,19,2957.8,0
3097.75,3,8,7451.2,0
7050.3,8,5,1832.3,1
9870.46,2,17,551.3,0
3429.96,5,10,2145.3,0
3580.11,6,22,6532.9,0
4708.79,2,23,7598.5,1
6566.18,7,6,4314.9,1
7378.76,7,7,5839.6,1
7099.39,4,8,5073.5,0
3704.55,6,2,7357.3,0
9696.3,9,5,4591.5,1
9620.27,3,7,6400.0,1
8224.78,1,20,1802.4,0
5250.97,1,2,8092.5,1
9655.77,5,2,3021.8,0
23.04,6,8,9895.6,1
4734.64,1,7,9474.8,1
4528.8,9,3,6328.9,1
9309.07,2,16,6251.3,1
2334.75,6,12,7722.4,0
8339.78,4,17,1684.1,0
2147.62,9,11,8061.4,0
560.65,8,5,8575.4,1
6799.61,8,16,6571.9,0
5975.51,9,11,4805.7,1
7593.83,8,8,8004.4,0
8389.52,7,17,9882.8,1
9940.19,7,4,9945.1,1
6862.41,5,10,277.3,0
4866.63,3,16,2338.4,0
8324.06,4,20,9897.8,1
1478.7,6,8,1701.7,1
7657.38,4,4,9474.7,0
5092.62,3,4,1602.6,1
6710.72,1,22,9405.8,1
4253.23,6,20,3833.0,0
3479.37,1,12,913.9,0
4262.29,9,3,2151.3,1
8099.09,5,18,5936.1,1
3730.94,8,18,4881.9,0
2612.24,7,22,9004.8,0
8699.04,2,22,8813.5,1
8114.35,8,19,9293.1,0
2724.59,4,16,3737.4,0
4576.49,9,16,6830.6,1
4286.91,3,7,625.8,0
4190.66,3,19,4114.5,1
2810.87,4,21,829.8,0
6738.17,7,17,2879.1,1
9059.57,8,2,631.0,0
933.64,2,2,5816.7,0
6601.97,7,3,8720.2,1
9472.91,5,1,5496.2,1
2411.17,8,2,7579.8,0
752.69,6,5,5566.1,0
7338.7,8,21,3419.6,1
6065.77,1,20,1997.0,1
8535.45,5,15,9162.0,1
200.02,1,19,9267.1,0
1663.04,2,22,2479.0,0
2862.06,7,16,4314.9,0
5547.11,3,11,1210.1,0
8277.93,6,2,3116.8,1
9602.07,4,18,5827.9,0
9860.51,4,22,4770.2,1
1401.59,1,3,4438.1,1
533.5,2,20,8471.1,0
950.75,9,19,9959.0,0
6295.94,3,6,3762.7,0
1700.76,7,11,3880.8,0
8468.96,7,13,890.3,0
7201.17,1,0,6413.4,1
2309.53,7,18,802.2,0
3274.71,9,9,4164.9,1
2113.6,2,0,3663.5,0
8730.36,2,0,8229.0,1
5743.55,9,12,7966.2,1
7815.79,8,14,1368.0,1
1939.24,4,7,9878.1,0
4231.78,9,17,1483.2,0
4109.64,6,2,8005.3,1
5458.16,2,12,9934.3,1
577.91,2,21,3367.1,0
6037.63,7,20,3513.4,0
5076.78,5,7,3210.3,1
3078.8,6,4,1738.2,1
2889.8,8,15,7411.2,1
6229.0,8,6,67.7,1
2196.38,1,4,9339.9,0
4155.9,9,21,271.5,0
2690.78,1,4,111.2,0
4197.77,7,16,3536.3,1
8201.28,2,2,7614.6,1
6068.33,6,9,7969.7,1
5319.27,8,0,4903.8,1
1511.96,6,12,9408.0,1
7947.98,2,11,797.9,0
992.82,7,18,9249.1,1
4166.36,6,9,2924.8,1
4297.34,7,22,9653.4,0
1663.66,4,0,6813.3,0
6528.98,9,1,8069.4,1
8995.56,2,20,438.1,0
6358.78,7,16,1517.9,1
1270.13,2,17,6941.6,0
8286.58,5,5,5735.8,1
1709.23,3,0,1382.6,0
1747.75,4,22,5692.2,1
9967.28,3,6,4380.5,1
6703.27,3,12,9646.3,1
1069.56,8,8,1482.6,1
5376.5,7,15,7223.2,1
7421.7,6,4,2847.9,0
7443.4,8,8,4592.9,1
750.89,6,23,6848.6,1
7578.39,5,15,1556.4,0
9060.95,1,20,5545.7,0
4934.25,9,5,9564.4,1
1972.36,7,18,7739.0,0
5623.62,1,13,4379.5,1
7510.74,2,19,9721.5,1
7351.64,3,5,2242.3,0
9725.99,7,1,2228.2,1
6474.68,3,2,5549.2,1
3742.5,9,22,2893.0,0
3282.98,8,5,258.2,0
3444.98,4,12,4896.5,0
7893.03,6,5,3717.3,1
9395.74,6,15,3753.7,1
2258.04,9,19,9627.8,0
9244.25,1,22,5400.2,1
8569.28,9,8,30.9,1
8066.66,7,10,8853.3,0
5435.14,9,15,5651.4,1
7209.54,9,19,1712.6,0
1308.96,8,18,9060.5,1
8408.47,8,16,9858.1,1
1693.36,2,19,6698.8,0
3516.41,6,17,2537.6,0
6944.04,9,12,8897.8,1
6752.3,6,5,5634.5,0
8717.32,4,17,7072.5,0
2696.16,2,9,4520.6,0
7026.52,2,1,4402.9,0
5529.48,8,16,7948.9,1
5737.35,4,8,8456.8,0
9997.32,7,8,8982.3,1
6431.74,3,7,7127.0,1
5942.86,5,22,3206.1,0
4920.82,1,16,8673.7,0
1399.85,4,11,3509.1,0
6885.54,7,21,8195.4,1
2419.84,4,11,9790.3,0
698.35,4,5,2302.6,0
7036.88,4,19,9537.7,0
1924.06,7,23,8474.7,0
9653.14,8,22,1861.5,0
360.98,4,9,8657.7,0
5459.04,3,4,6989.7,1
7322.1,4,10,3594.9,1
2555.34,5,20,1532.4,0
5151.35,1,20,3875.0,0
1179.14,7,18,897.1,0
8279.83,5,1,3853.9,1
3104.32,1,15,3320.8,0
4940.37,8,0,5112.4,1
4725.63,6,11,61.0,1
9142.89,4,18,5162.9,0
7127.43,3,10,6672.0,1
569.85,8,9,2660.8,0
1159.8,8,4,200.5,0
4179.92,1,3,1669.7,1
7077.3,7,3,2214.7,1
9305.4,8,12,3316.1,0
5565.3,9,21,2084.9,1
9940.61,4,19,8541.6,1
9029.04,4,15,8814.4,0
2457.73,9,10,4812.0,1
2892.73,4,8,4286.5,0
3831.57,1,2,7464.6,1
7715.54,9,15,8640.0,1
6717.17,8,22,1074.0,0
9920.06,9,1,6017.6,0
4256.02,6,5,8182.0,0
5180.84,6,8,1768.6,0
5133.93,9,4,7781.0,0
5088.72,3,21,7394.9,1
3315.9,2,4,3636.3,1
5911.33,1,8,5342.0,0
9032.51,6,4,6009.0,1
1875.19,6,1,7096.1,0
9148.65,2,1,33.6,0
5835.22,2,12,688.8,0
3228.27,7,18,4967.1,0
2974.85,5,8,9093.5,0
6153.21,8,5,5839.8,1
8849.39,7,23,8732.6,1
9541.67,8,5,2796.7,1
6979.96,2,11,74.3,0
9625.75,3,16,306.9,0
1624.46,2,12,15.1,0
6789.31,6,19,1266.6,1
6223.11,9,17,1963.9,0
3550.68,6,10,6763.9,1
50.56,8,1,8074.6,1
4597.8,3,18,3550.5,0
5789.48,5,23,8069.0,1
9991.67,1,22,8218.8,1
2460.82,1,13,3624.4,0
528.37,5,10,360.9,0
9095.74,7,3,6259.3,1
1664.33,9,11,866.6,0
599.17,6,18,2005.5,1
3972.83,3,13,8224.7,0
2695.68,1,13,7634.5,0
2586.44,6,14,131.6,0
4192.98,5,0,5592.3,1
4015.76,7,10,136.5,0
44.05,5,12,6706.8,0
3760.97,7,17,3824.1,0
3793.66,5,14,8566.1,0
1105.9,8,22,8246.5,0
7110.94,5,21,8847.3,0
3134.55,6,9,4373.8,1
6468.57,4,9,34.7,0
4603.92,7,3,9802.3,0
9391.57,7,18,583.1,0
8900.27,6,1,2980.8,1
3378.26,2,0,4884.3,1
6326.76,1,12,6065.1,1
9556.73,4,18,7898.0,1
4521.48,7,6,8138.2,0
2297.78,8,9,5043.1,0
9478.82,4,6,6671.1,1
5683.41,9,1,8938.8,1
5116.69,7,18,3919.9,0
6384.2,4,13,1827.9,0
3370.63,7,14,547.6,0
9321.41,6,4,9973.3,0
2432.24,8,10,5067.1,1
6407.02,2,21,6591.3,0
4891.65,5,2,9250.2,1
1042.82,4,15,7434.6,0
1138.81,1,12,2279.8,0
2252.93,5,1,318.8,0
8122.6,6,23,3498.4,1
8757.41,4,10,7270.7,0
8752.77,2,19,3226.1,0
1110.72,7,18,4062.2,0
2509.04,3,5,94.8,1
9058.34,7,0,4435.7,0
95.84,7,1,2220.5,0
1094.94,2,2,9195.4,1
7671.77,2,12,7652.3,0
5513.78,7,14,8464.1,0
2235.46,8,23,8569.7,0
6079.9,8,3,5677.6,1
7685.47,2,14,18.5,0
6648.96,2,20,4599.4,0
1091.79,8,8,189.3,0
7375.32,6,11,6801.0,1
506.45,7,18,8308.6,1
8786.54,9,20,2536.5,0
1339.32,3,15,7414.5,0
6795.24,8,18,6393.0,0
9988.73,7,16,266.1,0
917.77,8,4,6855.3,1
198.25,1,8,7483.4,0
8970.84,3,3,1990.0,1
884.16,7,18,7140.1,0
7795.25,8,2,7937.6,1
2119.08,4,3,8920.1,0
3721.34,9,19,7687.3,1
4339.23,3,20,4958.7,1
279.93,7,18,6838.6,0
7288.31,9,5,2247.9,1
3170.05,4,16,5313.9,0
2169.16,2,10,1753.3,0
8308.97,7,8,7961.6,1
5118.62,7,16,5295.6,1
7600.25,3,17,7649.9,0
852.45,2,20,5804.3,0
6751.35,9,19,6264.2,1
5985.18,8,22,5994.6,1
5026.0,2,18,5475.9,1
5622.28,9,20,9625.7,0
9723.6,3,3,107.0,1
2563.55,1,23,7196.9,1
4577.8,4,18,7901.4,1
3863.67,9,1,5567.0,1
2775.12,7,11,3835.2,0
3491.49,2,17,4440.9,0
8142.92,7,10,8179.8,1
1559.44,5,13,4358.6,1
8995.3,2,2,4763.6,1
3986.02,4,6,8861.8,0
6916.52,2,0,1848.2,1
54.3,6,17,2038.2,1
4337.87,7,15,2584.5,0
4045.41,5,11,3167.8,0
6077.98,9,4,6283.1,1
7057.1,2,12,7042.6,1
1414.58,7,13,8362.1,1
20.34,9,18,4981.7,1
7516.58,2,3,5490.1,1
5327.48,2,12,1479.2,0
7250.13,9,17,4654.0,0
6364.36,1,23,2778.7,0
9354.14,7,1,5513.1,0
4921.95,3,16,6384.5,1
7289.08,4,13,6996.8,0
2905.59,7,16,1662.0,0
5640.71,6,4,9913.5,1
2604.35,3,7,9489.4,0
7667.24,4,2,1023.1,0
1164.55,2,8,1622.2,0
8328.42,2,3,268.7,1
1684.65,4,11,6480.7,0
1176.35,2,21,4337.2,0
7318.93,3,7,4285.6,1
6129.47,3,13,4952.4,1
8888.92,7,0,8298.8,1
8815.23,7,18,5378.6,1
4740.23,3,1,3534.1,1
5564.4,9,20,9798.9,1
2712.21,2,17,6564.5,0
9005.85,4,7,5168.0,1
6280.14,6,18,9064.4,1
7387.76,2,13,9999.8,0
8821.4,2,16,8.8,0
1775.62,3,6,295.4,0
9464.21,2,13,8564.2,1
7655.27,4,10,8635.0,1
8114.68,7,1,9202.1,1
454.01,8,9,3972.2,0
7122.68,9,17,2114.1,0
6780.96,7,1,4274.5,1
5302.84,2,0,2503.7,0
8113.6,6,19,3603.0,1
841.13,7,23,4384.0,1
2840.94,9,16,9098.6,0
4690.33,8,20,8008.3,0
7045.39,2,15,5151.5,1
8360.7,5,15,5272.1,1
7632.28,8,17,4310.8,1
3632.08,2,17,1062.7,0
8760.91,5,1,6369.5,1
6533.87,3,9,5145.1,0
4081.43,5,11,1298.3,1
2027.76,7,4,1287.4,1
2406.81,4,7,5604.4,1
3868.04,4,16,5791.7,0
1362.58,7,23,3095.0,0
2099.15,6,4,2089.9,0
852.86,1,16,412.7,0
6086.34,3,19,2878.3,0
2798.41,7,6,7708.5,1
4567.48,2,3,7973.7,0
2264.05,8,15,9739.3,0
1971.32,6,0,297.3,0
3173.01,8,4,9262.5,0
4740.78,8,14,9287.7,1
5413.39,6,5,2930.9,0
8902.69,1,22,5483.8,1
8963.27,8,0,385.9,0
8428.91,4,16,1371.0,0
169.07,4,8,3767.3,0
6662.32,3,6,4888.4,1
9406.44,3,4,8274.9,1
9050.75,8,1,30.9,0
4143.9,2,2,663.6,1
7555.06,4,18,5936.3,1
4378.2,5,11,7031.3,0
3497.96,7,8,1789.1,0
9277.82,6,8,6903.0,1
7324.6,9,23,2274.4,1
8798.38,1,5,4632.2,1
4273.74,1,10,2672.8,0
2209.31,9,1,5545.7,1
219.08,1,4,1829.2,0
1790.19,3,16,3431.3,0
7001.85,6,20,2723.5,1
8021.56,1,9,2942.8,0
5924.24,6,8,1907.4,0
9705.41,8,23,6817.6,0
6410.26,3,13,3331.5,0
8672.1,9,3,5741.0,1
1557.25,8,7,2776.8,0
4380.99,6,14,9892.4,0
6808.99,6,22,6089.5,1
3994.83,8,15,1402.9,0
1203.75,9,18,3541.2,0
4768.78,5,14,5338.0,1
8347.13,2,11,8328.3,0
2478.91,1,10,373.8,0
6509.07,8,19,458.1,0
3977.69,6,17,3332.9,0
5276.07,8,23,6282.4,1
5467.28,9,13,1163.4,0
3483.22,4,17,7610.4,0
75.73,7,10,8363.1,1
2213.85,1,16,3764.1,0
9552.95,6,15,4352.4,1
4042.78,7,9,333.8,0
7363.76,9,20,7865.7,0
7981.48,7,3,8406.3,1
5245.74,8,2,1825.3,1
4977.85,4,2,5660.0,1
9809.84,5,11,9767.4,1
2548.41,4,13,8357.2,0
1014.66,2,2,5216.4,0
1770.47,6,7,2056.2,1
3998.43,1,7,8616.2,0
3341.24,1,19,3163.9,0
4301.57,9,11,947.5,1
2288.41,3,7,6179.9,0
4870.72,2,10,6207.6,1
1265.98,9,19,3925.6,0
7139.54,9,19,2963.1,1
5709.49,5,9,1277.1,1
797.63,3,11,5276.9,0
5831.51,4,16,8013.7,1
8619.37,8,5,7818.8,1
180.25,2,0,6184.3,0
2373.31,9,20,848.0,0
8525.65,6,15,9024.5,1
1552.28,1,8,869.7,0
1662.79,9,10,8214.8,0
7197.8,7,5,4248.1,0
6808.82,1,14,8014.2,0
1307.13,1,18,8282.3,1
4866.84,6,5,5559.1,1
383.46,7,11,4463.4,0
1821.08,1,23,2102.6,0
7289.98,6,16,8516.7,1
9741.48,3,12,2467.6,1
9491.87,1,13,4505.2,0
7620.73,9,6,8908.0,1
8980.5,1,4,83.4,0
9517.28,7,3,796.5,0
9884.83,9,15,3952.9,0
8466.08,6,18,4013.1,1
6751.52,8,20,5908.6,0
1231.69,7,16,1982.6,0
2948.94,2,12,2943.9,0
4083.99,1,10,3229.6,0
1136.09,6,12,6871.3,1
8590.07,1,17,2283.1,0
5424.82,8,15,9775.2,1
6226.1,2,12,5841.7,0
2010.77,2,15,2359.5,0
1164.64,3,7,1379.6,0
3934.17,7,7,9943.3,1
4404.4,2,16,5982.3,0
3450.23,3,15,7697.2,0
1610.41,6,5,2210.8,1
5882.17,3,0,9532.4,1
1795.29,9,23,9394.5,1
5340.45,6,6,1753.7,0
2991.87,7,4,4682.5,1
2130.83,5,6,8662.6,0
4197.49,7,4,560.8,1
8364.67,6,19,2108.0,0
9212.64,5,14,8642.3,1
7126.54,7,4,7141.5,1
4245.22,2,17,8816.0,0
3277.76,5,15,6692.7,1
135.45,5,5,8931.4,1
660.87,6,20,6750.5,1
778.13,7,17,7345.2,0
9716.77,7,21,1481.7,0
1588.63,3,10,5548.6,1
5164.39,5,8,1094.5,1
4963.6,5,19,5659.7,0
5853.8,8,5,5966.1,0
7404.99,7,9,1722.6,0
6260.93,4,1,8145.7,0
2077.56,4,10,9211.4,1
3956.59,6,7,131.6,0
5615.44,6,7,6876.5,1
7279.57,4,12,6847.3,1
470.79,3,22,440.0,0
5413.06,2,4,4501.8,1
1750.84,5,17,348.2,0
1587.58,3,2,7307.0,1
8985.49,9,0,9498.8,1
1250.58,8,18,5570.1,0
5339.96,5,1,365.3,1
4285.95,9,10,9309.4,1
6872.52,9,10,1157.2,1
7811.72,7,20,3151.2,0
1272.34,6,11,5621.6,0
8071.15,7,23,8429.8,1
2575.77,7,5,7103.1,0
3735.44,7,21,7986.1,0
8712.51,6,11,7675.4,1
2210.94,5,1,3884.4,1
9767.59,8,3,3535.3,1
3667.57,9,3,9043.6,0
5238.44,6,14,6174.9,1
5461.27,2,0,5707.6,1
5595.51,8,11,6858.0,1
6822.28,2,14,7281.0,0
8146.06,9,8,9771.3,1
6179.4,1,2,5479.5,0
1068.52,9,21,6831.1,0
2222.07,9,2,1692.5,0
7690.08,1,21,1134.6,0
3880.42,2,10,9129.5,0
9669.89,3,7,5215.3,1
7829.29,4,22,1981.7,1
153.05,8,3,7192.6,1
4727.44,2,11,8116.1,1
8419.86,9,21,8244.6,1
9762.39,8,21,1712.6,1
5102.77,9,11,3358.4,0
4082.68,9,17,2802.2,0
7987.19,4,16,589.9,0
4597.96,3,17,4612.8,0
7629.21,7,11,726.1,1
4402.66,1,11,7393.2,1
9479.52,5,4,1882.8,1
5759.13,1,4,6911.3,1
5471.58,1,8,2814.7,0
6423.15,6,0,3963.1,1
1418.41,5,2,1527.1,0
1148.64,2,21,3117.6,0
7329.11,5,16,8862.1,1
5432.13,1,11,6349.3,1
9574.16,6,12,2979.4,0
7832.03,4,13,5217.5,0
2638.09,1,7,1739.8,0
4699.07,9,3,9004.2,1
1256.44,9,19,3577.9,1
9321.9,9,4,1899.8,1
766.03,3,6,4213.2,1
831.99,6,15,5902.2,0
6408.83,8,9,7692.4,1
6196.27,8,5,5162.6,0
1881.01,9,14,368.4,0
5269.17,5,23,472.4,1
1433.99,6,7,7773.9,1
8626.07,5,0,5647.4,1
7707.21,7,18,4461.8,0
3522.76,2,22,8114.7,0
8555.2,4,23,5181.0,1
3655.96,7,2,3234.3,1
7239.79,1,8,1615.4,0
1516.42,2,23,253.7,0
764.44,1,1,1989.0,0
1088.99,3,4,2329.2,0
2044.1,6,20,879.4,0
5553.46,4,17,3738.6,0
5406.55,5,3,7696.6,1
1271.95,5,4,3486.1,0
2955.83,6,18,6178.0,1
5217.99,6,19,6605.5,1
6742.88,1,19,45.2,0
9576.85,8,1,9015.9,1
5467.41,6,21,4688.3,0
3844.41,9,11,8770.9,0
5154.77,4,18,1837.4,0
9590.76,1,16,5547.8,1
4506.85,5,17,2234.7,0
1190.62,2,9,2614.7,0
4298.13,3,6,8636.4,0
6226.85,2,9,4186.3,0
3147.53,6,1,7072.2,0
7282.15,7,15,3089.6,0
8772.46,9,10,8889.5,1
1961.37,9,7,3338.0,0
56.53,8,4,7544.4,0
7874.69,4,0,167.2,0
5299.27,9,17,8396.1,1
2929.78,8,6,8676.0,1
72.62,5,6,216.8,0
2012.21,7,1,5658.7,0
536.34,4,7,6198.2,0
8622.04,1,16,7152.6,1
2168.09,9,17,1816.1,0
6632.17,6,22,4619.8,1
4136.9,1,9,7059.9,1
4011.72,6,23,40.3,0
6103.32,4,8,3552.0,0
3848.01,2,5,1733.6,0
4726.45,4,20,5686.4,1
4656.78,3,15,2841.9,1
4710.89,8,3,8624.1,1
32.04,5,6,4502.3,1
2593.22,2,5,9204.0,1
2027.67,1,8,9520.1,0
1244.16,8,1,9072.6,1
2418.97,8,21,200.1,0
2827.27,2,11,8591.0,0
8704.6,4,22,7362.9,1
9861.61,7,22,7305.7,1
9320.72,7,16,6729.9,1
3351.33,1,0,3189.1,0
6629.04,5,15,1903.8,0
6629.48,9,17,4880.3,1
6862.3,2,11,2574.9,0
7546.03,5,3,3257.6,0
5044.09,6,9,9344.5,1
6103.45,9,8,3120.5,1
3710.33,9,6,810.4,1
7971.82,5,1,8395.8,0
6982.95,1,14,4894.1,1
9635.03,9,14,2505.7,0
393.98,2,11,5112.6,0
5969.58,5,23,6016.9,1
5709.34,8,7,1014.5,0
5656.9,3,17,7360.7,1
3088.14,9,5,4663.9,1
2560.34,5,5,4704.8,1
3844.66,7,8,5010.9,0
8212.69,7,16,3711.1,1
3905.96,1,2,1172.1,0
2581.79,3,2,6272.3,0
8848.63,8,19,1532.3,0
7742.29,6,9,6335.5,1
9702.67,5,23,1040.5,1
8126.41,8,15,634.7,1
5466.37,7,23,7610.4,1
7986.0,9,5,3828.1,1
139.77,6,23,9420.6,0
3480.97,1,7,1338.9,0
5550.22,1,8,167.7,0
9564.97,2,18,2450.6,0
6157.91,4,5,1128.5,0
7112.55,8,2,9755.0,1
1905.66,4,19,6367.8,1
6925.32,1,19,1064.6,0
661.28,5,12,6614.9,1
4377.57,7,1,4692.9,1
7001.11,8,0,8966.0,1
5094.99,4,4,4529.8,1
7413.44,5,3,9717.8,1
3981.93,1,20,7681.3,0
3658.95,5,17,8404.7,1
5779.6,5,7,3999.3,0
5161.39,6,12,5099.1,1
6037.74,7,6,3129.0,1
6837.62,5,3,6452.8,1
7268.15,8,14,7477.9,0
1416.99,2,22,7310.4,1
7463.55,5,17,9452.5,0
6214.61,4,13,6227.1,0
9453.4,1,6,6367.7,1
6474.93,3,18,9348.6,0
8545.03,2,5,6773.4,0
1506.74,5,8,4594.0,1
2977.55,2,22,8993.3,0
6311.51,9,12,6849.6,1
8279.82,7,0,2557.8,0
4851.2,2,10,9469.8,1
5279.93,9,10,1056.5,0
2726.54,8,6,1486.3,0
5435.2,7,4,3940.9,0
6419.43,5,0,1375.4,1
2345.64,9,17,1654.8,0
7966.04,5,13,4545.3,1
7504.87,4,14,8062.4,0
4358.59,5,21,8447.8,1
47.87,2,14,766.3,0
9284.87,9,9,3232.4,0
9440.8,2,17,1647.4,0
2173.69,9,13,2068.4,0
8543.93,6,14,2617.2,0
3080.04,2,3,3932.7,0
7325.33,5,22,682.6,0
4861.49,8,5,8085.5,1
4685.22,2,12,7009.6,0
6896.44,5,10,3261.0,1
7654.95,5,11,458.9,0
3889.73,5,13,513.9,0
3580.59,9,3,8061.6,0
1620.17,4,12,7764.8,0
3699.62,7,10,9910.1,0
6903.53,5,16,5576.7,1
5703.05,5,5,8074.5,1
5612.91,1,4,1223.5,0
7703.66,5,8,1601.0,1
485.7,5,1,2721.4,1
6227.24,9,18,6835.0,1
8575.34,1,14,3798.9,0
701.55,8,22,1464.3,0
5731.29,2,21,8484.1,0
5965.65,3,23,7302.1,0
896.99,7,12,7904.0,0
3004.75,4,6,2235.5,0
1691.06,8,3,1659.1,1
6917.92,9,8,5702.4,1
2751.75,1,15,5136.9,0
2844.35,8,21,8297.5,1
4634.95,5,16,1295.8,1
5128.6,9,7,143.1,0
4804.14,7,20,3551.6,0
3067.69,6,16,1539.3,0
8263.38,6,2,869.4,1
2546.29,1,16,6067.5,0
8888.41,1,16,4603.6,0
4584.06,8,22,6955.7,1
9713.49,8,2,9984.2,1
6316.54,1,1,2459.1,0
5853.34,7,6,1289.0,0
1235.33,7,16,1763.5,0
1323.88,5,2,8536.2,1
3908.59,8,20,5889.5,1
1632.45,9,17,2643.0,0
8080.84,6,8,894.0,0
6769.69,7,4,8559.6,1
5367.77,4,5,8158.3,1
2264.24,5,4,937.4,0
3184.3,1,4,200.5,0
1382.21,2,23,1825.0,0
3994.98,1,14,9938.2,1
5689.11,3,18,2283.5,1
2873.84,6,1,9970.7,0
8242.3,3,3,5331.3,0
5212.81,1,20,7133.5,0
2643.69,6,0,2195.9,1
563.73,1,12,4161.8,0
4920.92,1,9,9870.8,1
8295.89,9,0,7311.5,1
7895.87,1,2,6833.3,1
2066.99,1,13,6230.1,0
7024.61,1,3,7165.9,1
5390.99,7,11,622.2,1
9732.01,4,10,1116.8,0
150.8,5,19,4297.0,1
2807.68,7,10,6562.0,1
1885.08,5,4,3782.7,0
698.38,5,14,37.3,0
6697.96,9,16,2541.6,0
3961.14,4,14,2445.8,0
5690.1,7,15,4654.7,1
3155.87,5,0,2233.4,1
991.65,4,12,5328.6,1
6168.78,6,3,2574.1,0
1499.3,7,8,9498.3,1
6361.66,1,3,9539.9,1
6156.95,4,9,7859.4,0
5443.89,2,17,9496.1,0
5079.0,1,7,724.6,1
8292.44,7,16,2874.9,0
5274.66,6,20,5813.3,1
7083.78,4,20,8622.7,1
1497.32,8,5,8041.7,1
994.79,4,3,6520.8,0
4475.85,3,19,8868.4,0
8309.78,4,1,8438.7,1
688.42,2,1,1761.0,0
9203.61,3,4,782.5,1
1337.07,4,14,1814.6,0
8836.32,2,19,4410.4,1
1937.37,4,8,9865.4,0
7841.49,8,5,5872.0,0
602.4,9,14,5466.6,0
3557.24,5,11,1578.0,1
683.76,4,5,9630.3,0
4598.83,7,23,3692.0,0
8691.95,4,13,5399.3,0
9865.95,6,22,5378.2,0
2870.54,9,0,2200.0,1
7929.83,5,9,7637.1,0
570.1,3,9,3922.0,0
5238.73,7,15,1510.8,0
4613.04,6,12,6842.3,1
5590.69,1,21,8492.8,1
6849.84,6,20,7281.6,0
8312.35,9,11,7404.2,1
2979.16,4,21,8372.5,1
9349.44,1,9,2488.5,0
2980.9,4,17,2647.8,0
7858.11,3,13,8666.6,1
6308.86,3,7,938.5,0
9207.64,1,4,1781.8,1
1471.18,7,1,8586.3,0
9204.66,8,9,2839.1,0
5204.6,8,22,5478.7,1
5010.47,5,7,4377.3,1
226.95,2,21,8211.4,0
5348.77,2,16,1040.8,0
466.74,3,22,1089.0,0
6962.36,2,10,2061.0,1
6901.26,9,1,4495.3,1
7287.11,1,4,4319.9,1
7710.65,7,8,1328.5,1
239.33,5,9,2133.1,0
6256.56,6,15,4997.4,1
726.37,5,16,6286.1,1
5325.5,8,8,5012.6,1
5390.6,6,10,5877.1,1
270.79,2,22,3433.3,0
2556.63,7,15,1842.8,0
1038.93,7,11,7766.5,1
5801.25,8,0,977.3,1
8494.94,2,2,4403.0,1
7843.99,4,19,5074.1,1
9957.79,4,13,1945.7,0
680.46,4,21,4395.8,0
4543.52,8,22,9769.3,1
6120.63,3,7,3301.2,0
2184.38,5,16,6018.8,0
993.53,2,10,7791.6,0
6023.69,2,20,2352.2,0
7351.07,7,0,2597.5,1
6795.45,6,3,6696.2,1
2616.86,7,10,566.8,0
4406.15,1,11,4854.3,1
4054.8,1,15,1793.5,0
8757.9,1,13,8302.8,0
58.66,7,13,6220.0,1
7544.88,4,8,3522.8,0
7693.04,7,4,9918.2,1
431.06,1,18,5116.3,1
657.83,4,14,4809.6,1
8046.75,5,5,5947.1,1
1878.65,2,16,9931.7,0
8971.35,7,13,2165.0,1
2761.92,2,3,291.0,1
4125.69,1,4,2303.5,0
4958.09,9,0,789.3,1
885.77,5,13,5285.1,0
4950.46,9,19,4521.1,0
1957.7,9,7,8841.1,0
899.92,2,12,9968.0,1
2023.95,4,3,3215.7,1
2367.7,7,8,5834.0,0
1755.91,5,11,2369.2,0
1552.54,4,13,570.8,0
4575.77,9,4,1155.8,0
4038.6,7,2,1525.0,1
1145.23,9,19,4540.9,0
4187.57,8,8,3113.4,0
9738.45,1,14,8564.3,0
9674.07,5,20,6133.6,1
8951.53,4,2,446.4,0
5448.2,3,0,5961.5,1
6850.14,4,22,3993.4,0
6471.82,1,11,5048.0,1
2123.71,7,4,7801.3,1
2409.14,3,18,3966.2,0
1708.4,3,4,7183.4,0
6408.52,7,21,5932.8,1
2467.03,5,20,8649.4,0
9166.08,6,16,5444.9,1
3271.96,7,0,4082.3,0
1349.36,8,0,2866.1,0
2970.54,8,1,2056.8,0
5203.78,8,13,915.3,0
4810.29,7,15,673.3,0
8677.18,9,9,2703.9,1
424.99,7,14,7308.2,0
9275.42,3,2,3899.5,0
9784.49,3,23,5586.8,0
4612.22,3,5,6500.8,0
373.84,9,15,1199.2,1
4445.58,3,3,2245.7,0
7820.73,5,11,1974.3,1
621.75,2,19,374.7,0
